Customer Key	Name	Account Balance
1192	Customer#000001192	3231.33
973	Customer#000000973	3229.18
671	Customer#000000671	3227.87
515	Customer#000000515	3225.07
1314	Customer#000001314	3218.33
908	Customer#000000908	3215.96
503	Customer#000000503	3213.66
1481	Customer#000001481	3204.67
353	Customer#000000353	3199.03
705	Customer#000000705	3199.0
1245	Customer#000001245	3196.66
255	Customer#000000255	3196.07
604	Customer#000000604	3195.96
264	Customer#000000264	3195.83
900	Customer#000000900	3195.39
310	Customer#000000310	3186.57
784	Customer#000000784	3170.47
466	Customer#000000466	3168.41
267	Customer#000000267	3166.94
621	Customer#000000621	3164.28
1070	Customer#000001070	3160.23
1162	Customer#000001162	3139.71
1414	Customer#000001414	3136.15
546	Customer#000000546	3116.5
542	Customer#000000542	3109.96
1351	Customer#000001351	3106.0
1158	Customer#000001158	3081.79
797	Customer#000000797	3063.11
1135	Customer#000001135	3061.78
1285	Customer#000001285	3061.58
724	Customer#000000724	3035.29
1296	Customer#000001296	3034.69
640	Customer#000000640	3025.84
865	Customer#000000865	3016.38
449	Customer#000000449	3001.94
946	Customer#000000946	2990.73
941	Customer#000000941	2990.18
1446	Customer#000001446	2981.48
292	Customer#000000292	2975.43
1474	Customer#000001474	2961.79
844	Customer#000000844	2954.9
112	Customer#000000112	2953.35
163	Customer#000000163	2948.61
191	Customer#000000191	2945.16
1045	Customer#000001045	2942.19
434	Customer#000000434	2940.46
1214	Customer#000001214	2935.31
356	Customer#000000356	2934.06
1482	Customer#000001482	2930.53
1289	Customer#000001289	2925.52
839	Customer#000000839	2924.78
1185	Customer#000001185	2913.52
535	Customer#000000535	2912.8
113	Customer#000000113	2912.0
983	Customer#000000983	2902.95
698	Customer#000000698	2894.22
1111	Customer#000001111	2892.21
760	Customer#000000760	2883.24
369	Customer#000000369	2881.06
1457	Customer#000001457	2873.49
250	Customer#000000250	2869.97
4	Customer#000000004	2866.83
1040	Customer#000001040	2860.71
1467	Customer#000001467	2857.19
1060	Customer#000001060	2840.59
1262	Customer#000001262	2840.36
1052	Customer#000001052	2837.96
1117	Customer#000001117	2829.07
984	Customer#000000984	2811.97
1473	Customer#000001473	2796.93
185	Customer#000000185	2788.76
15	Customer#000000015	2788.52
74	Customer#000000074	2764.43
103	Customer#000000103	2757.45
380	Customer#000000380	2755.46
10	Customer#000000010	2753.54
480	Customer#000000480	2750.71
1190	Customer#000001190	2743.63
60	Customer#000000060	2741.87
738	Customer#000000738	2734.95
790	Customer#000000790	2724.98
722	Customer#000000722	2724.8
1447	Customer#000001447	2718.02
1410	Customer#000001410	2716.95
1458	Customer#000001458	2716.8
1075	Customer#000001075	2714.5
837	Customer#000000837	2701.29
985	Customer#000000985	2701.21
821	Customer#000000821	2691.42
565	Customer#000000565	2688.88
1254	Customer#000001254	2676.06
1378	Customer#000001378	2675.73
776	Customer#000000776	2669.01
1269	Customer#000001269	2659.68
1265	Customer#000001265	2653.53
763	Customer#000000763	2650.27
1322	Customer#000001322	2621.71
707	Customer#000000707	2619.52
537	Customer#000000537	2614.79
631	Customer#000000631	2603.0
938	Customer#000000938	2584.52
796	Customer#000000796	2584.23
1048	Customer#000001048	2583.91
1293	Customer#000001293	2565.67
963	Customer#000000963	2557.49
1094	Customer#000001094	2544.49
935	Customer#000000935	2531.25
107	Customer#000000107	2514.15
244	Customer#000000244	2506.38
737	Customer#000000737	2501.74
1334	Customer#000001334	2485.71
744	Customer#000000744	2458.81
385	Customer#000000385	2457.09
1497	Customer#000001497	2449.57
597	Customer#000000597	2443.52
714	Customer#000000714	2438.1
783	Customer#000000783	2436.32
1400	Customer#000001400	2432.73
1208	Customer#000001208	2426.52
927	Customer#000000927	2417.65
1423	Customer#000001423	2411.69
931	Customer#000000931	2409.69
314	Customer#000000314	2394.92
171	Customer#000000171	2379.91
325	Customer#000000325	2377.34
1102	Customer#000001102	2369.01
1016	Customer#000001016	2357.54
373	Customer#000000373	2354.06
1355	Customer#000001355	2351.1
862	Customer#000000862	2338.92
619	Customer#000000619	2336.99
573	Customer#000000573	2333.96
1385	Customer#000001385	2326.75
1231	Customer#000001231	2326.68
561	Customer#000000561	2323.45
415	Customer#000000415	2317.93
133	Customer#000000133	2314.67
1046	Customer#000001046	2311.0
708	Customer#000000708	2297.33
276	Customer#000000276	2292.67
1242	Customer#000001242	2276.15
431	Customer#000000431	2273.5
178	Customer#000000178	2272.5
799	Customer#000000799	2263.25
108	Customer#000000108	2259.38
638	Customer#000000638	2258.4
608	Customer#000000608	2256.36
202	Customer#000000202	2237.64
879	Customer#000000879	2235.2
1394	Customer#000001394	2233.1
1031	Customer#000001031	2226.8
1283	Customer#000001283	2222.71
694	Customer#000000694	2222.65
142	Customer#000000142	2209.81
1365	Customer#000001365	2207.81
497	Customer#000000497	2191.59
143	Customer#000000143	2186.5
93	Customer#000000093	2182.52
1472	Customer#000001472	2168.61
97	Customer#000000097	2164.48
1216	Customer#000001216	2155.06
819	Customer#000000819	2152.05
881	Customer#000000881	2141.71
1226	Customer#000001226	2135.92
1079	Customer#000001079	2135.91
148	Customer#000000148	2135.6
438	Customer#000000438	2131.13
751	Customer#000000751	2130.98
1019	Customer#000001019	2114.53
1344	Customer#000001344	2113.32
451	Customer#000000451	2110.59
660	Customer#000000660	2110.3
835	Customer#000000835	2106.81
402	Customer#000000402	2106.67
1088	Customer#000001088	2098.62
1383	Customer#000001383	2092.61
576	Customer#000000576	2091.63
650	Customer#000000650	2086.91
793	Customer#000000793	2072.99
1170	Customer#000001170	2070.73
770	Customer#000000770	2066.79
764	Customer#000000764	2061.45
159	Customer#000000159	2060.06
166	Customer#000000166	2042.21
1110	Customer#000001110	2041.65
685	Customer#000000685	2039.84
81	Customer#000000081	2023.71
1406	Customer#000001406	2023.59
1303	Customer#000001303	2020.15
1375	Customer#000001375	2011.11
1331	Customer#000001331	2005.02
1092	Customer#000001092	2004.15
600	Customer#000000600	2003.44
897	Customer#000000897	1999.42
420	Customer#000000420	1999.35
242	Customer#000000242	1975.41
175	Customer#000000175	1975.35
870	Customer#000000870	1970.76
1426	Customer#000001426	1965.38
1409	Customer#000001409	1959.17
428	Customer#000000428	1952.36
174	Customer#000000174	1944.73
925	Customer#000000925	1939.39
388	Customer#000000388	1938.05
345	Customer#000000345	1936.77
960	Customer#000000960	1932.59
807	Customer#000000807	1929.89
566	Customer#000000566	1928.1
579	Customer#000000579	1924.96
1028	Customer#000001028	1915.53
254	Customer#000000254	1915.35
558	Customer#000000558	1912.23
501	Customer#000000501	1909.35
326	Customer#000000326	1906.52
1266	Customer#000001266	1877.05
424	Customer#000000424	1866.42
1032	Customer#000001032	1853.64
1434	Customer#000001434	1851.63
124	Customer#000000124	1842.49
477	Customer#000000477	1836.61
319	Customer#000000319	1834.36
1475	Customer#000001475	1820.28
290	Customer#000000290	1811.35
440	Customer#000000440	1809.04
825	Customer#000000825	1809.01
227	Customer#000000227	1808.23
528	Customer#000000528	1802.5
1156	Customer#000001156	1799.67
1372	Customer#000001372	1796.09
958	Customer#000000958	1791.65
1036	Customer#000001036	1766.23
877	Customer#000000877	1755.33
77	Customer#000000077	1738.87
661	Customer#000000661	1735.44
287	Customer#000000287	1734.18
740	Customer#000000740	1733.76
532	Customer#000000532	1725.68
655	Customer#000000655	1724.68
596	Customer#000000596	1722.88
794	Customer#000000794	1709.5
69	Customer#000000069	1709.28
1247	Customer#000001247	1696.95
508	Customer#000000508	1685.9
230	Customer#000000230	1682.83
792	Customer#000000792	1672.46
1064	Customer#000001064	1666.07
1063	Customer#000001063	1663.28
190	Customer#000000190	1657.46
1010	Customer#000001010	1652.78
882	Customer#000000882	1650.12
589	Customer#000000589	1647.05
1366	Customer#000001366	1634.7
221	Customer#000000221	1609.39
838	Customer#000000838	1605.76
884	Customer#000000884	1601.6
956	Customer#000000956	1587.14
510	Customer#000000510	1572.48
262	Customer#000000262	1561.8
1059	Customer#000001059	1547.5
1120	Customer#000001120	1543.64
61	Customer#000000061	1536.24
1384	Customer#000001384	1534.38
89	Customer#000000089	1530.76
214	Customer#000000214	1526.59
761	Customer#000000761	1525.96
1342	Customer#000001342	1520.34
1004	Customer#000001004	1512.46
444	Customer#000000444	1505.27
1273	Customer#000001273	1499.56
1154	Customer#000001154	1498.46
271	Customer#000000271	1490.35
1336	Customer#000001336	1490.21
689	Customer#000000689	1481.24
560	Customer#000000560	1469.59
167	Customer#000000167	1468.09
1315	Customer#000001315	1447.84
982	Customer#000000982	1437.55
396	Customer#000000396	1433.5
21	Customer#000000021	1428.25
1360	Customer#000001360	1422.57
1084	Customer#000001084	1416.75
679	Customer#000000679	1394.44
1413	Customer#000001413	1387.83
502	Customer#000000502	1378.67
802	Customer#000000802	1377.52
775	Customer#000000775	1376.67
552	Customer#000000552	1353.24
40	Customer#000000040	1335.3
1333	Customer#000001333	1330.85
568	Customer#000000568	1317.56
256	Customer#000000256	1299.92
541	Customer#000000541	1295.54
1021	Customer#000001021	1286.76
966	Customer#000000966	1283.26
1466	Customer#000001466	1268.69
1440	Customer#000001440	1236.36
914	Customer#000000914	1230.79
1104	Customer#000001104	1230.47
35	Customer#000000035	1228.24
869	Customer#000000869	1228.06
1253	Customer#000001253	1222.21
152	Customer#000000152	1215.18
418	Customer#000000418	1211.39
1271	Customer#000001271	1209.37
411	Customer#000000411	1209.32
459	Customer#000000459	1207.97
886	Customer#000000886	1194.33
1011	Customer#000001011	1188.94
92	Customer#000000092	1182.91
506	Customer#000000506	1179.85
746	Customer#000000746	1164.46
263	Customer#000000263	1162.03
645	Customer#000000645	1146.49
851	Customer#000000851	1144.23
323	Customer#000000323	1137.67
172	Customer#000000172	1134.4
282	Customer#000000282	1125.45
1389	Customer#000001389	1111.02
302	Customer#000000302	1107.42
852	Customer#000000852	1098.98
654	Customer#000000654	1067.04
377	Customer#000000377	1043.72
114	Customer#000000114	1027.46
1098	Customer#000001098	1009.22
1379	Customer#000001379	1008.26
28	Customer#000000028	1007.18
126	Customer#000000126	1001.39
